,file_name,category,content3,target
188,189.txt,business,chief steer wheel chief executive conglomerate day day control struggle car business effort turn sergio replace herbert chief executive auto mr leave company mr 4 head business expect euro loss year underperform market europe year flat sale car business operate loss year force push break target management change wide shake business follow resolution dispute general motors major restructure integrate car company currently operation majority stake separately float stock market mr join company year auto principal focus attention decision post chief executive auto unit speed company recovery profound cultural transformation underway follow management reorganisation deliver agile efficient structure add mr doe background car industry play increase role group activity year series new model launch group recovery plan boost revenue hope car business know alfa romeo marque expect loss euro sales expect fall week exit unprofitable area rental car market mr car industry veteran helm november recruit chief executive giuseppe mr bid year chairman death president umberto reject found family mr subsequently resign earlier week reach agreement dissolve alliance oblige buy italian firm outright pay settlement,0
189,190.txt,business,consumers drive french economy economic growth accelerate month drive consumer spend report domestic product gdp rise 4 quarter compare previous month period statistical office insee expansion push annual growth fast rate year consumer spend 4 quarter rebind business investment recovery extra shove analysts warn face challenge unlikely expand current pace strong economic growth marc toutai economist natexis banques populaires check figure detail problem consumer spend high french household spend saving consume sustain high growth rate improvement job market gap growth employment unemployment level currently stick prove difficult bring despite government effort worry demand italy main trade partner sluggish despite concern analyst point outperform majority european counterpart economy look robust previous year good strong domestic demand export climb 4 quarter big increase foreign sale year economic growth good balance nicolas claquin analyst begin growth mainly drive consumer spend contribution investment export household consumption strong expect overall economic growth fall percent,0
190,191.txt,business,regulator rule pain drug food drug regulator decide friday recommend sale painkiller link high risk heart attack stroke food drug administration advisory panel verdict hear evidence day painkiller sell brand celebrex withdraw shop year consider sell approval ask decide benefit patient justify increase risk putting shelve likely boost profit easy legal battle people claim injure drug analyst voluntarily stop sale september cause firm 4 quarter earnings slide year early share tumble news company set aside million dollar cover cost relate litigation bell ring research note approve risk heart attack stroke double patient drug little month develope drug company include cause user stomach problem painkiller sell celebrex bextra product investigation suggest harmful heart announcement possible reintroduction catch analyst surprise head research peter withdraw base information available time know alternative therapy thing change light new report given new information clear cardiovascular risk observe approve unique class similar drug market mr explain thursday david office drug safety tell advisory panel appear need according calculation present senate dr november link american death facing stem criticism handle case tuesday create independent body oversee safety drug market place european regulator rule thursday patient heart disease stroke european medicines agency doctor cautious drug patient risk factor heart disease,0
191,192.txt,business,bankruptcy matt russian authority abide court decision regard trouble oil giant court tell expert william butler treaty recognise legal ruling mean adhere ruling case court entitle declare bankrupt unit sell subsidiary local bank account surprise chapter bankruptcy file december unsuccessful attempt halt auction main oil produce unit russian authority sell help pay tax bill buy previously unknown group turn buy state control oil company rosneft court jurisdiction challenge deutsche bank unit russian gas monopoly merge rosneft deutsche bank maintain case place court asset apart bank account house chief finance officer bruce misamore deutsche bank involve case sue agree loan money bid bankruptcy judge letitia clark issue injunction december try prevent sale rule pretty promptly anticipate rule tuesday claim seek help forum russian court european court human rights unfriendly offer little protection claim impose huge tax bill force sale campaign destroy owner mihkail khodorkovsky face year prison term fraud tax evasion parent company gibraltar base menatep group sue europe financial damage company seek separate lawsuit rosneft role sale,0
192,193.txt,business,borussia dortmund near bust german football club european champion borussia dortmund warn bankrupt rescue talk creditor fail company share tumble enter life threaten profitability financial situation borussia dortmund post record loss miss rend payment stadium chief executive gerd niebaum step week creditor push great control shares borussia dortmund stock market list football club drop euro early afternoon trade fund manager florian hamm borussia dortmund large investor invest money company great run demand transparency quote manger magazin club face appoint executive outside club borussia dortmund post record loss euro month june loss euro ﻿1 half current fiscal year total debt increase euro middle restructure plan push bill mismanagement past year analyst peter thilo halser club appoint auditor recommend numb step include defer rend stadium suspend debt repayment little fiscal year stephen schechter investment banker hold talk borussia dortmund possible bond sale club need capital injection euro need strong people board history club,0
193,194.txt,business,post christmas lull lend mortgage lend post christmas lull january indicate slow house market lender council mortgage lenders building society association lend sharply gross mortgage lend stand compare january year mortgage approval loan approve january time british bankers association lend weak overall mortgage lend rise january far small increase december return weak pattern lend month add year year lend comparison strike lend house purchase gross mortgage lend low year year respectively figure doubt recent slowdown house market peter williams deputy director,0
194,195.txt,business,risk break golden rule government raise taxis rein spend want avoid break golden rule report suggest rule state government borrow cash invest finance spend project national institute economic social research claim taxis need rise state finance order plan track fund according government current economic cycle run march unlikely golden rule meet cycle end year early chance improve way fiscal tighten need report late question viability government spend projection earlier month accountancy firm chancellor exchequer gordon brown forecast tax revenue optimistic claim revenue likely estimate end tax year despite economy grow line forecast spokesperson dismiss late claim track meet spend rule golden rule current cycle spending plan set fully affordable warn possible tax hike report optimistic state global economy recent record bust surge oil price limit effect worldwide expansion world economy continue grow strongly global gross domestic product gdp tip year dip pick continue drive expansion albeit slightly slow rate case hinting time exporter euro zone expect pick speed growth britain set accelerate forecast despite weak growth 3 quarter force sustain upswing remain intact economy expand robustly add economy balance year export stage recovery gdp expect main cloud horizon analyse fret property market,0
195,196.txt,business,director end evidence chief financial officer telecom firm finish evidence trial ex boss bernie scott admit juror commit fraud meet wall street earnings projection mr trial fraud conspiracy relation collapse plead guilty mr spend day cross examine lawyer chief executive mr attorney reid weingarten attempt portray mr liar thursday quiz decision commit fraud meet analyst profit estimate point time mr refer ﻿1 false entry late know wrong know law think short term mr plead guilty fraud sentence follow mr trial appear prosecution witness mr insist unaware hide shortfall finance finance officer mr know improper account entry conceal soar expense inflate revenue mr face sentence year convict charge face problem appear begin collapse dotcom boom cut business internet company prosecutors allege company executive respond orchestrate massive fraud year period emerge bankruptcy protection know monday agree buyout verizon communications deal value,0
196,197.txt,business,steel sell illegal controversial sell ukrainian steel mill relative president illegal court rule mill sell june good offer president viktor elect december plan revisit recent privatisation dozen firm sell cheaply friend previous administration wednesday prime minister yulia tymoshenko firm include list firm sale review mr previously list limit enterprise business massive corporation tiny shopfronts sell command economy build soviet union dismantle analysts suggest government need avoid impression open end list preserve investor confidence thursday rule district court overturn previous decision low court permit sale consortium win auction mill create viktor pinchuk son law president leonid kuchma rinat akhmetov country rich man step supreme court annul sale altogether open way resell mr suggest fair valuation foreign bidder lose steel giant tell bbc news interest renew sale,0
197,198.txt,business,cairn share new oil find shares cairn energy jump firm indian oilfield large previously think cairn drill north west development site produce strong result company believe development area able produce oil year cairn share price rise year numb oil find share hit december follow disappoint drill update december share fall mean cairn danger relegate index reshuffle month cairn share close penny thursday christmas cairn reveal drill north field disappoint cause share lose day thursday group belief path oil area actually far west prove correct area doe need appraisal drill look strong dr mike watts head exploration chief executive bill gammell add progress feel cairn discovery grant extension drill licence january indian authority firm apply month extension scout oil outside main development area include mangala aishwariya field cairn previously announce major discovery production field globe likely surpass level,0
198,199.txt,business,plan hide asset pardon offer tax amnesty people hide earnings regime president eduard country new president mikhail disclose wealth pay income tax measure design legitimise previously hide economic activity boost flag economy black market estimate twice size legal economy mr elect president january mr topple urge georgian parliament approve amnesty soon possible series proposal design tackle corruption rampant era boost fragile public finance new government encourage company pay taxis scrap exist corruption investigation destroy tax record january day president elect people money afraid president tell government session documentation money come exist entirely warp regime earn capital honestly possible declare asset pay tax people able legalise property mr stress right check money origin money economy amnesty extend people money drug traffic international money launder criminal investigation case think involve georgian business continue mr accuse regime topple popular uprising november allow bribery flourish economy desperate condition half population live poverty line survive income little euro day unemployment rate country public debt,0
199,200.txt,business,wind economic clock fidel decision ban cash transaction dollar turn spotlight ail economy conversion dollar convertible peso november subject tax cuban citizen receive money overseas foreign visitor change dollar affect critics measure argue step backwards reflect cuban president desire increase control economy clamp private enterprise live television broadcast announce measure president chief aide necessary united states increase economic aggression percent obligation apply exclusively dollar virtue situation create new measure government suffocate country administration increasingly harsh line recent month president government strong supporter year old trade embargo introduce tight restriction cuban live limit visit year send money immediate relative lead expert cuban economy tax plan smack desperate economic measure political gesture think primarily effort raise cash jose head strategy latin american emerge market barclays capital underscore fact economy bad shape government look source revenue tax hit family cuban exile hard benefit money displace relative send home money know remittance year remain pay tax relative abroad choose send money currency subject tax euro increase dollar payment compensate cuban poor citizen wrong result tax affect million tourist visit year particularly american continue defy ban travel tourist industry economic success story year accord un economic commission latin america worth country tax design provide need revenue cash strap economy badly need dollar pay essential item food fuel medicine basic infrastructure state disrepair recent week suffer power cut decade water shortage island economy stage modest recovery mid collapse soviet union force embrace foreign capital decentralise trade permit limit private enterprise decline foreign tourism periodic hurricane increase cost import oil strain economy tax provide solution government economic problem tax fuel active black market currency trade mr main impact create black market typically country restriction capital mr measure drop damage effect economic activity intend permanent measure sure long,0
200,201.txt,business,hit acquisition trail swiss drugmaker announce euro purchase unit world big generic drug producer month forecast record sale buy germany hexal acquire hexal us affiliate eon labs offer buy remain share able cost saving year follow acquisition share rise swiss franc early trade deal business overtake israel teva pharmaceuticals world big maker generic based figure newly merge producer sale company estimate merge numb department add job cut strong growth outlook create job expect partially compensate necessary reduction work force firm statement generic drug chemically identical expensive brand rival producers copy brand product usually patent protection expire sell cheaply pay research development cost generic drugmakers worldwide analyst predict consolidation market fragment analyst initially convince deal expensive acquisition birgit kuhlhoff sal oppenheim investment bank tell find strange acquisition exactly market suffer price pressure,0
201,202.txt,business,shareholder sue stop bid shareholder phone firm legal action halt buyout telecom giant hope deal lawsuit file friday communications early offer reject submit improve bid director despite table little money accuse breach fiduciary duty deprive shareholder maximum value according legal paper file court set pay unconscionable unfair grossly inadequate sum know wednesday reject deal worth numb large shareholder express unhappiness decision offer cash share dividend undervalue company friday lawsuit argue offer provision future growth prospect consolidation phone industry premium network asset client director argue big debt build successful mobile division chief executive michael capellas spend week meet shareholder effort win investor lose million company file bankruptcy follow account scandal firm rename operation order emerge bankruptcy protection april long distance corporate phone firm provide buyer access global telecommunication network large numb business base subscriber share jump friday hit high level april amid speculation focus bid war takeover 5 billion dollar telecom deal october company look cut cost boost client basis earlier month sbc communications agree buy parent phone pioneer,0
202,203.txt,business,standoff bid boerse investor unhappy london stock exchange bid chance throw exchange management sunday times report hedge fund atticus plan demand removal group chairman chief executive boerse tell news agency wait annual general meet investors want return cash shareholder bid long term investor experience remove management scare conclusion time atticus david slager tell sunday times boerse tell request removal supervisory board consider annual general meet sunday times report draw list heavyweight executive replace chairman rolf breuer chief executive werner seifert group demand extraordinary general meet shareholder oust german exchange management german law doe need investor takeover bid atticus oppose bid time destroy shareholder value spend share buyback competition pan european bourse euronext london exchange commentator suggest bid war break wait march office fair trading complete investigation competition aspect pair takeover proposal,0
203,204.txt,business,outline tough budget president send tough budget proposal date seek large cut domestic spend low deficit federal program cut axe altogether trillion trillion package aim curb giant budget deficit defence spend rise proposal exclude cost continue military operation vice president dick budget tight far heart administration 5 budget present monday austere package domestic measure discretionary spend rise project level inflation belt tighten design tackle massive budget deficit increase president ﻿1 term mr admit budget tough presidency argue fair responsible meat axe suddenly turn needy people society war increase expenditure national security recession wipe budget surplus inherit president turn record deficit shortfall project rise education environmental protection transport initiative set scale ﻿1 step reduce deficit controversially government seek cut budget provide health care nation poor reduce farm subsidy spending defence homeland security set increase originally plan president proposal budget rise homeland security extra budget doe include cost run military operation administration expect seek extra late year feature proposal cost fund administration radical propose overhaul social security provision expect believe require borrow trillion year period despite republican hold majority house proposal fiercely contest month john mccain republican senator administration prepare tackle deficit deficit run glad president come austere budget democratic senator kent conrad proposal expose country huge financial commitment cost president advocate explode,0
204,205.txt,business,colour clash set court row colour orange hit court mobile phone giant launch action new mobile venture founder start proceeding service trademark infringement use orange brand founder stelios haji ioannou pledge contest action come fail come agreement month talk claim new low cost mobile service infringe right regard use colour orange confuse customer know pass brand right associate extremely important statement absence firm commitment easy leave choice start action trademark infringement pass mr haji ioannou plan launch month vow fight afraid court case right use corporate colour famous year founder plan add disclaimer website ensure customer aware brand connection new service late venture include chain internet cafe budget car rental intercity bus service allow customer online order card airtime rent exist handset,0
205,206.txt,business,standard life cut policy bonus standard life europe large mutual life insurer cut bonus profit policyholder annual bonus rate profit life policy cut bonus pension policy reduce 6 time year standard life cut bonus rate despite rise value profit fund insurer blame cut poor share return low interest rate profit policy design smooth peak trough stock market volatility profits good year reserve pay investor annual bonus stock market perform badly slumping share price force firm trim bonus rate policy standard life come criticism stick stock market investment insurer argue share outperform investment long term policyholder feel benefit stock market recover recently norwich union axa sun life cut profit bonus rate john manage director insurer life pension division strong stock market recovery past year partly compensate loss addition low interest rate mean long term investment return good historic level mr add mr maintain profit continue perform good long term payout continue stand good type long term investment similar period standard life estimate million profit policyholder year company announce look float stock market,0
206,207.txt,business,share hit profit warn shares music giant sink firm issue profit warn follow disappoint sale delay album release music sale year march fall year profit set low analyst expect blame poor sale christmas delay release new album gorillaz gmt monday share penny major album schedule release end financial year march gorillaz release date music sale particularly order january low anticipate expect continue february march company add year constant currency music sale expect low prior year company expect profit alain levy chairman chief executive music describe performance disappoint add remain optimistic future trend industry physical music market sign stabilisation world digital music form continue develop rapid pace commenting delay release gorillaz album mr levy create market music exact science coincide report period reschedule recent softness disappoint doe change view improve health global record music industry add paul richards analyst numis securities market focus slump music sale time album unusual downgrade phase,0
207,208.txt,business,buy stake chinese online game operator interactive entertainment buy stake country big internet portal firm precursor takeover analyst know international firm interest boost stake buy outright merger create firm offer online role play game news entertainment wireless message purchase stake impact business board director statement continue act interest company stakeholder include shareholder employee customer company list new york stock exchange technology dominate index file us securities exchange commission share purchase january february rumours possible takeover boost share friday add extra electronic trade trade session finish gain amid bid speculation trade resume new york tuesday monday public holiday analyst forecast potential party counter bid wallace analyst dbs vickers long way control mr note foreign company try control chinese internet portal firm ability filter pass news view favourably,0
208,209.txt,business,mixed reaction man utd offer shares manchester noon monday follow new offer malcolm board man utd expect meet early week discuss late proposal tycoon value club manchester reveal sunday receive detail proposal mr senior source club tell time different board oblige consider deal man utd supporter club urge club reject new deal manchester past present footballer eric cantona ole gunnar solskjaer club manager sir alex ferguson lend supporter group shareholders speak bid spokesman supporter club difference compare mr previous proposal little debt bring money club hell use money buy mr late lead mr son avi joel accord financial times proposal receive david gill chief executive end week pitch share david cummings head equity standard life investments believe good fund share bid mr control club think manchester fan tell complain curtain want tycoon woo club month approach board detail proposal confirm mr tampa bay buccaneers team hope lead formal bid accept believe increase equity new proposal clear proposal succeed need support large shareholder irish horseracing tycoon jp john cubic expression investment vehicle mr family hold stake know mr mr support bid nm rothschild investment bank advise mr accord financial times previous adviser quit year mr ahead vote appointment director board advice ft think jp morgan role finance mr late financial proposal,0
209,210.txt,business,gold fall imf sale concern price gold fall international monetary fund imf look way use gold reserve provide debt relief revalue holding imf able sell billion dollar gold use cash cancel debt owe world poor nation plan forward minister weekend price gold fall ounce asia rebound slightly early european trade imf boss rodrigo rato ask carry study feasibility revalue sell gold reserve expect present conclusion imf meet april happen market disconcert foot april imf meeting john reade analyst imf value gold reserve ounce price fix 10 metal current market value imf tonne gold ounce bringing book price gold line market value boost imf balance sheet money distribute idea forward commit political drive address issue global poverty ﻿1 time mention use gold gcommuniqufor achieve debt relief chancellor exchequer gordon meet minister plan write debt owe world poor country mr meet remember debt relief summit debt relief jump global agendum convince sell imf gold way forward veto plan sell imf gold choose look way solve problem convince necessary way secretary john taylor key gold producer express reservation,0
210,211.txt,business,electronics firm eye plasma deal consumer electronic giant matshushita electric join force share develop technology flat screen television tie come world producer contend fall price intense competition japanese company collaborate researchdevelopment production market license agreement enable company expand plasma display tv market globally plasma display panel use large thin tv replace old style television display market high definition television split model use plasma display panel manufacture sony samsung use liquid crystal display lcds deal enable matsushita panasonic brand product develop new technology improve competitiveness recently announce deal buy plasma display technology rival effort strengthen presence market separately announce monday quit panel market transfer operation area japanese manufacturer sharp sharp inherit staff manufacture facility intellectual property plasma panel market rapid consolidation recent month price consumer electronic good component fall samsung electronics sony company work reduce cost speed new product development,0
211,212.txt,business,mg tie delay mg propose tie carmaker delay concern chinese regulator accord financial times paper chinese official irritate disclosure talk shanghai automotive industry corp october propose deal crucial safeguard future plant west midlands grow fear deal result job loss observer report sunday nearly half workforce threat deal ahead shanghai automotive propose investment await approval owner shanghai city government national development reform commission oversee foreign investment chinese firm according ft regulator annoy decision talk publicly deal intense speculation ensue mean future result hope approval deal fast track disappear paper continue speculation viability plant fall sale unfashionable model according observer job total workforce lose deal ahead paper chinese official believe cutback require mg cost line revenue production new model joint venture little eighteen month shanghai automotive comment report,0
212,213.txt,business,bank boss hail genius federal reserve chairman alan speech scottish church honour pioneer economist adam deliver adam lecture fife adam lecture celebrate author wealth nations bible capitalism dr invite chancellor gordon minister father use preach st bryce kirk church mr introduce dr invite guest world great economist dr attend gmeeting london world repay debt gratitude owe genius compare philosopher tower contributor modern world birthplace adam extension modern economics course chancellor rear lead ponder extent chancellor renowned economic financial skill result exposure subliminal intellect enhance emanation area continue reach far insight predecessor frame global view market economics emerge work support change societal organisation measurably enhance standard live dr revolutionary philosophy human self interest laissez faire economics competition force good world incredible insight handful intellectual enlightenment especially toil environ create modern vision people free choose act accord individual self interest following lecture dr receive honorary knighthood queen balmoral award honorary fellowship royal society edinburgh late open exhibition dedicate atrium fife college higher education joyce johnston principal college fit world premier economist deliver lecture tribute world ﻿1 economist dr chairman federal reserve unprecedented 5 term june step january year serve presidents george w bush bill clinton george bush ronald reagan chairman council economic advisor gerald ford,0
213,214.txt,business,economy trong election year business set prosper month trigger interest rate rise accord report optimism high business reap benefit continue rise public spend researcher stoy hayward bank england expect rate hold week late year rates likely rise anticipate general election optimism index lead indicator gdp growth quarter ahead edge january october rise increase public spend increase merger acquisition activity thing blight business optimism year uncertainty associate general election output index predict gdp movement quarter advance remain january imply gdp growth 2 quarter output index hold recent interest rate rise sterling strength dollar high oil price group note inflation index rise continuously month climb january october year look strong general election business need prepare jolt ahead bank england react growth inflationary pressure peter hemington partner stoy hayward growth probably slow end likely high interest rate sharp drop demand product service,0
214,215.txt,business,rethink post rule stock market watchdog chairman soften tough new corporate governance rule ease burden foreign firm speech london school economics william donaldson promise initiative european firm protest law introduce scandal wall street listing costly regulator foreign firm extra time comply key clause sarbanes oxley act act come force oblige firm stock market listing declaration critic add substantially cost prepare annual account firms break new law face huge fine senior executive risk jail term year mr donaldson act doe provide exemption foreign firm securities exchange commission continue sensitive need accomodate foreign structure requirement disagree intention act oblige chief executive sign statement responsibility accuracy account european firm secondary listing new york object argue compliance cost outweigh benefit dual list act apply firm shareholder situation firm listing find shareholder threshold draw anger effectively block obvious remedy delist mr donaldson consider new approach deregistration process foreign firm unwilling meet requirement seek solution preserve investor protection turn market exit reveal staff weigh merit delay implementation act little popular measure foreign firm seen particularly costly implement oblige chief executive responsibility firm internal control sign compliance statement annual account delay implementation clause small firm include market capitalisation delegation european firm visit december press change financial times report lead digby jones director general confederation british industry cbi include representative basf siemens cadbury schweppes compliance cost believe firm wary listing air pick london stock exchange secondary list stock market debut month rumour chinese state run bank construction bank bank abandon plan multi billion dollar listing new york late year instead cost sarbanes oxley persuade stick single list hong kong accord press report,0
215,216.txt,business,successor lifetime employee run operation carlos highly successful boss charge chief operate officer toshiyuki run daily basis mr mastermind recovery remain chief executive mr chairman chief executive japanese carmaker april mr transform fast grow profitable business mr nominally serve mr deputy senior base executive charge firm global sale market currently charge operation asia australasia credit significantly improve sale inherit strong legacy mr oversee dramatic turnaround fortune past year dubbed le cost killer push huge cost cut previous job mr reduce overhead trim workforce charge action help turn yen loss yen profit follow year tenure increase market share significant stride key export market aim increase vehicle sale million launch new model process new job chief executive mr devote time rest group activity north america key market mr mr appointment ensure seamless transition management need leadership team capable accelerate performance delivery result characterize past year mr confidence toshiyuki new leadership team help implement chapter growth announce numb management appointment promotion young executive,0
216,217.txt,business,trim privatisation check review dozen state asset sale country new administration tackle corruption figure announce president viktor little case mention week cover big deal recently oust long serve leader leonid kuchma want close european union link separate statement entry world trade organisation comment come viktor prepare head meet president george w bush north atlantic treaty organisation nato leader non nato member leader invite attend summit mr recently defeat presidential candidate prime minister viktor yanukovych poll secret wish fight corruption transparent earlier month new prime minister yulia tymoshenko firm privatisation spotlight comment raise concern numb investor mr monday try soothe fray nerve acknowledge business shape privatisation carry accord law mr monday trust business want defend law continue add review focus dozen company thousand cite year sale ukrainian steel producer raise concern sell june consortium include viktor pinchuk son law president kuchma rinat akhmetov country rich man despite high offer vice prime minister oleg recognise step fear country reward effort backlash close relation understand ready membership country need progress topic trade visa requirement deserve honest response mr tell associated press interview understand difficulty refuse understand double standard find sympathetic ear reiterate support fast accession possible happen time year claude veron reville spokesman trade commissioner peter mandelson american feel important pull allow mr careful turn border country east important maintain pragmatic tie eternal strategic partner mr,0
217,218.txt,business,talk continue south africa big retail bank talk bank sale majority stake group november close strike deal group wait approval south africa bank competition authority formal offer announce expect earnings grow current financial year discussions continue shareholder advise agreement reach offer acquire majority stake statement buy stake large foreign investment south africa recent year currently market value analysts earnings forecast expect company warn headline earnings growth trim percentage point share option black economic empowerment transaction staff share incentive scheme south african group release result year march,0
218,219.txt,business,rescue hope dortmund shares struggle german football club dortmund slip monday despite club agree rescue plan creditor friday club post record loss rack debt week life threaten profitability financial situation agree friday suspend interest payment news deal boost share club friday stock slip monday morning addition interest payment freeze dortmund short term loan help pay salary estimate need euro end june pay bill football club hope creditor agree defer rend payment westfalen stadium official meet bank involve finance friday weekend creditor agree deal strike week march creditor property investment fund molsiris club stadium hold discuss rescue plan chief executive gerd niebaum step week creditor push great club run dortmund face appoint executive outside club club post record loss euro month june adding woe dortmund beat bayern munich saturday,0
219,220.txt,business,standard life concern bid standard life late shareholder deutsche boerse express concern german stock market operator plan buy stock exchange deutsche boerse plan offer good shareholder value reports standard life stake deutsche boerse seek shareholder vote issue fellow shareholder base hedge fund atticus capital base tci fund management express doubt deutsche boerse supervisory board approve possible takeover despite sign opposition investor onus deutsche boerse management demonstrate purchase create value shareholder strategy buyback richard moffat investment director equities standard life investments atticus capital hold deutsche boerse want buy share buy tci hold request extraordinary shareholder meet hold vote replace company entire supervisory board demand shareholder consult propose acquisition operator stock exchange return shareholder instead december deutsche boerse derivative market clear firm informal offer penny share table cash offer undervalue business benefit tie improve offer deutsche boerse anticipate management continue talk chief executive clara furse exchange hold talk deutsche boerse rival operate amsterdam brussels lisbon paris exchange good base international derivative market,0
220,221.txt,business,surge ahead high oil price oil giant announce rise annual profit record oil price week rival report annual profit record profit list company add increase 4 quarter dividend cent continue share buybacks chief executive lord result strong operationally financially company earn hour despite record annual profit figure performance expectation analyst share price rise nearly morning trade profit rise year include profit final month year ago 3 quarter speaking today programme tuesday lord profit solely high oil price profit price oil lord point reap benefit investment oil exploration spend year buy asset price low company new discovery gulf mexico angola lord reject windfall tax company huge profit north sea pay progressively tax profit lord believe oil price remain high currently barrel price oil good support barrel medium term production year billion barrel oil slightly low billion barrel initially aim,0
221,222.txt,business,oil company russian setback international oil company react cautiously decision bar foreign firm natural resource tender oil giant plan new tender project previously sign preliminary agreement miner highland gold regret limit privatisation bp big investor decline comment firm little russian permit bid federal natural resources agency government interest let russian company develop strategic resource foreign ownership issue deal accord competition law natural resource minister yuri quote news agency far detail mr suggest decide case case basis observers represent shift policy administration vladimir putin protection national interest free market dynamic recently wrest control large chunk oil industry stock market list company prompt outrage investor analysts warn early draw conclusion new set proposal companies echo sentiment require information ring alarm bell good understandable al breach economist ubs brunswick investment climate stable important foreigners course free entry end world numb nation include mexico saudi arabia kuwait protect national resource foreign firm surprise observer collapse communism court foreign investment bp spend create russian register oil company tnk bp partnership develop petroleum field state rosneft world large oil company sign preliminary agreement develop field company spokesman glenn waller consider deal valid despite invite new offer land block according mr waller plan bid new tender regret ministry decision ivan kulakov deputy chairman highland gold firm motto bringing gold market shame negative impact investment climate firm link investment include total base miner gold,0
222,223.txt,business,gaming firm sell dog track greyhound track sale gaming group lead break group announce plan sale reveal offload gaming division investors gaming consortium pay unit deal subject certain condition hold stake year come close buy firm takeover deal shares penny mid morning sale gaming unit leave business include greyhound track wimbledon london belle vue manchester perry barr hall green birmingham oxford portsmouth analysts value track business account operate profit consist operation rhode island colorado purchase unit subject agreement revenue share deal strike rhode island authority deal complete anticipate return surplus cash shareholder whilst completion sale gaming division remain subject numb condition believe development positive step maximisation value shareholder chairman claes hultman sell english national football stadium concentrate gaming operation,0
223,224.txt,business,man open book manchester united board agree tycoon malcolm access book earlier month mr present board detail proposal offer buy football club statement club allow mr limit diligence opportunity proposal formal bid continue oppose mr plan assumption aggressive plan damage manchester united supporter share club fan base group shareholders united strongly oppose takeover mr fan protest outside old grind day ago rival local club manchester city plead visit fan protest inside grind team play televise match sunday manchester united response come little surprise board clear board responsibility consider bona fide offer proposal club statement firm offer price board likely regard fair term deliverable stress stay oppose mr proposal board continue believe mr business plan assumption aggressive statement direct indirect financial strain business damage bid attractive monetary term case manchester united investor hold stock sentimental financial reason present mr family hold stake manchester united 2 big shareholder successful tampa bay buccaneers american football team base family formal offer need support club big shareholder irish horse race millionaire jp mcmanus john magnier united investment vehicle cubic expression express view bid approach group mp department trade industry block takeover club football magnate public interest ground sign house motion tony lloyd manchester central mp constituency include club old grind pledge matt tony blair necessary motion takeover design transform club private company interest supporter football dismiss proposal spokesman department believe case change enterprise act takeover football club look non competition ground mr offer value club pitched share rely little debt finance early approach tycoon reject hand manchester united share close friday day,0
224,225.txt,business,sales fail boost high street january sale fail help high street recover poor christmas season survey find stores receive boost bargain hunter trade revert december level british retail consortium accountant sales traditionally strong month rise basis compare year early remain cautious buy big ticket item furniture director general kevin higher interest rate uncertainty house market continue toll retail sector clothe footwear sale generally december department store good month month january sale growth rate ofthe month december following relatively strong new year bank holiday trade downward turn mr extend promotion discount pay day boost late month tempt customer previous survey find christmas wrong year retailer accord office national statistics datum sale december fail meet expectation count wrong,0
225,226.txt,business,sponsor world large restaurant chain sponsor programme music channel late youth market promotion advance warning highlight new talent reckon access nearly million home country golden arch -pron- love catchphrase use half hour programme come amid grow concern obesity europe european union food industry reduce numb advert aim young child warn legislation introduce voluntary step food group firm cut promote sugar fatten product young step improve junk food reputation revamp menu provide client health relate product pedometer good burgers big mac quarter pounder cheese company sell healthy option salad fresh fruit chief executive jim skinner attribute increase january worldwide sale vitality menu thing hooking expect add extra momentum recent revival play key role emergence music video advance warning channel world programme present feature artist british star joss stone franz ferdinand target youth market past advertisement sign star jelly leg dancer justin timberlake woman singe group destiny child,0
226,227.txt,business,save manufacture job trades union government stem job loss manufacture firm review help company submission budget action need job lose sector year pension child care provision decent wage page submission urge government examine support european country provide industry general secretary brendan barber commitment policy real difference live work people investment childcare strategy people deliver childcare increase option available work parent commitment public service manufacture sector ensure continue compete global level deliver frontline service country need practical measure help pensioner especially woman likely retire poverty submission decent wage train people work manufacture sector,0
